status,style,street,city,zip_code,beds,full_baths,half_baths,sqft,year_built,list_price,sold_price,price_per_sqft,latitude,longitude,county,house_age,style_CONDO,style_CONDOS,style_COOP,style_LAND,style_MOBILE,style_MULTI_FAMILY,style_OTHER,style_SINGLE_FAMILY,style_TOWNHOMES,total_baths,beds_times_sqft,total_baths_times_sqft
SOLD,COOP,244-96  61st Ave,New York,11362,3.0,1.0,0.0,1381.5,1955.0,399000.0,370000,267.8248280854144,40.755333,-73.732492,Queens,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4144.5,1381.5
SOLD,CONDOS,421  Hudson St,New York,10014,1.0,2.0,0.0,840.0,1911.0,2250000.0,2200000,2619.0,40.729882,-74.007313,New York,113.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,840.0,1680.0
SOLD,COOP,5930  108th St,Corona,11368,2.0,2.0,0.0,1000.0,1965.0,488000.0,488000,488.0,40.738353,-73.852958,Queens,59.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2000.0,2000.0
SOLD,APARTMENT,2  Elmwood Park Dr,Staten Island,10314,1.0,1.0,0.0,792.0,1984.0,299999.0,240000,303.0,40.578568,-74.162104,Richmond,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,792.0,792.0
SOLD,SINGLE_FAMILY,110  Bionia Ave,Staten Island,10305,3.0,1.0,0.0,1760.0,2023.0,728888.0,700000,398.0,40.594904,-74.074562,Richmond,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5280.0,1760.0
SOLD,COOP,84-70  129th St,Kew Gardens,11415,2.0,1.0,0.0,838.0,1950.0,280000.0,275000,328.0,40.705001,-73.824134,Queens,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1676.0,838.0
SOLD,COOP,32  Gramercy Park,New York,10003,1.0,1.0,0.0,950.0,1956.0,1050000.0,995000,1047.0,40.736865,-73.98499,New York,68.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,950.0,950.0
SOLD,COOP,26039  74th Ave,Glen Oaks,11004,3.0,1.0,0.0,1381.5,1955.0,750000.0,238000,172.27651103872603,40.744554,-73.712328,Queens,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4144.5,1381.5
SOLD,MULTI_FAMILY,350  Beach 68th St,Arverne,11692,7.0,4.0,0.0,1999.0,1910.0,899000.0,820000,410.0,40.592368,-73.796802,Queens,114.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,13993.0,7996.0
SOLD,MULTI_FAMILY,156  Martense St,Brooklyn,11226,8.0,3.0,0.0,1100.0,1955.0,1400000.0,1262500,1148.0,40.651222,-73.953793,Kings,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,8800.0,3300.0
SOLD,COOP,34-24  82nd St,Jackson Heights,11372,2.0,1.0,0.0,1381.5,1937.0,459000.0,420000,304.0173724212812,40.75293,-73.885147,Queens,87.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2763.0,1381.5
SOLD,MULTI_FAMILY,1221  Lincoln Pl,Brooklyn,11213,3.0,2.0,0.0,1381.5,1955.0,1250000.0,1030000,745.5664133188563,40.670221,-73.935953,Kings,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4144.5,2763.0
SOLD,COOP,209  Clinton Ave,Brooklyn,11205,3.0,1.0,0.0,1381.5,1955.0,750000.0,1090000,788.9974665218965,40.692654,-73.970982,Kings,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4144.5,1381.5
SOLD,COOP,96-09  67th Ave,Rego Park,11374,2.0,1.0,0.0,1381.5,1951.0,389000.0,390000,282.3018458197611,40.722824,-73.856682,Queens,73.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2763.0,1381.5
SOLD,CONDOS,322 W 57th St,New York,10019,2.0,2.0,0.0,1187.0,1978.0,2250000.0,1999000,1684.0,40.766945,-73.984322,New York,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2374.0,2374.0
SOLD,MULTI_FAMILY,1141  85th St,Brooklyn,11228,5.0,2.0,1.0,2117.0,1970.0,1678000.0,1630000,770.0,40.616827,-74.016402,Kings,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,10585.0,5292.5
SOLD,TOWNHOMES,114-19  198th St,Saint Albans,11412,3.0,1.0,1.0,1200.0,1945.0,619000.0,625000,521.0,40.699014,-73.755924,Queens,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,3600.0,1800.0
SOLD,MULTI_FAMILY,1546 E 19th St,Brooklyn,11230,3.0,3.0,2.0,2500.0,1975.0,1400000.0,1180000,472.0,40.612363,-73.955394,Kings,49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,7500.0,10000.0
SOLD,COOP,99  Bank St,New York,10014,1.0,1.0,0.0,1381.5,1890.0,725000.0,712000,515.3818313427433,40.736549,-74.006332,New York,134.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1381.5,1381.5
SOLD,SINGLE_FAMILY,1980 E 24th St,Brooklyn,11229,3.0,2.0,0.0,1600.0,1920.0,1350000.0,1305000,816.0,40.60251,-73.948397,Kings,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4800.0,3200.0
SOLD,CONDOS,60  White St,New York,10013,3.0,3.0,1.0,3129.0,1955.0,5999999.0,5850000,1870.0,40.718491,-74.003525,New York,69.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,9387.0,10951.5
SOLD,SINGLE_FAMILY,69-27  66th St,Glendale,11385,3.0,2.0,0.0,1308.0,1930.0,788000.0,770000,589.0,40.704388,-73.889301,Queens,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3924.0,2616.0
SOLD,CONDOS,515 W 29th St,New York,10001,3.0,3.0,0.0,2326.0,2019.0,5500000.0,5278000,2269.0,40.752003,-74.002167,New York,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6978.0,6978.0
SOLD,CONDO,308 E 72nd St,New York,10021,3.0,1.0,0.0,1412.0,1955.0,750000.0,2200000,1558.0,40.768486,-73.958015,New York,69.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4236.0,1412.0
SOLD,COOP,27010  Grand Central Pkwy,Floral Park,11005,3.0,3.0,1.0,1993.0,1975.0,699000.0,652500,327.0,40.756916,-73.71489,Queens,49.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,5979.0,6975.5
SOLD,MULTI_FAMILY,158  Martense St,Brooklyn,11226,6.0,5.0,0.0,3219.0,1955.0,1400000.0,1262500,392.0,40.651291,-73.953728,Kings,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,19314.0,16095.0
SOLD,MULTI_FAMILY,1384  Remsen Ave,Brooklyn,11236,5.0,3.0,0.0,2650.0,1960.0,949000.0,925000,349.0,40.636479,-73.902254,Kings,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,13250.0,7950.0
SOLD,CONDO,188 E 78th St,New York,10075,3.0,1.0,0.0,1681.0,1955.0,750000.0,2250000,1338.0,40.773467,-73.958288,New York,69.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5043.0,1681.0
SOLD,APARTMENT,122  Bay 26th St,Brooklyn,11214,2.0,2.0,1.0,1710.0,2023.0,799000.0,799000,467.0,40.601361,-73.999608,Kings,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3420.0,4275.0
SOLD,CONDOS,432  Park Ave,New York,10022,3.0,4.0,1.0,4003.0,2015.0,15250000.0,12593070,3146.0,40.761501,-73.971802,New York,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,12009.0,18013.5
SOLD,SINGLE_FAMILY,38  Croft Pl,Staten Island,10314,3.0,2.0,1.0,1530.0,1979.0,829000.0,798000,522.0,40.604894,-74.161165,Richmond,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,4590.0,3825.0
SOLD,TOWNHOMES,483  Willow Rd,Staten Island,10314,2.0,1.0,1.0,1248.0,1979.0,499888.0,495000,397.0,40.612976,-74.151604,Richmond,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,2496.0,1872.0
SOLD,TOWNHOMES,615  Johnston Ter,Staten Island,10309,3.0,2.0,1.0,2058.0,1996.0,779000.0,750000,364.0,40.5134,-74.202535,Richmond,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,6174.0,5145.0
SOLD,OTHER,1361  Madison Ave,New York,10128,3.0,1.0,0.0,1381.5,1955.0,750000.0,1325000,959.1024249004705,40.786716,-73.954361,New York,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4144.5,1381.5
SOLD,SINGLE_FAMILY,3031  Avenue R,Brooklyn,11229,3.0,1.0,0.0,1400.0,1920.0,1298000.0,995000,711.0,40.609675,-73.940633,Kings,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4200.0,1400.0
SOLD,COOP,139-15  83rd Ave,Briarwood,11435,1.0,1.0,0.0,904.0,1958.0,199999.0,187000,207.0,40.713127,-73.819092,Queens,66.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,904.0,904.0
SOLD,COOP,1065  Park Ave,New York,10128,3.0,1.0,0.0,1381.5,1955.0,750000.0,705000,510.31487513572205,40.780871,-73.956252,New York,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4144.5,1381.5
SOLD,COOP,42-30  Douglaston Pkwy,Douglaston,11363,2.0,1.0,0.0,898.0,1964.0,419800.0,430000,479.0,40.768465,-73.748458,Queens,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1796.0,898.0
SOLD,CONDOS,350 W 53rd St,New York,10019,2.0,2.0,0.0,1336.0,2005.0,1485000.0,1385000,1037.0,40.764819,-73.986872,New York,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2672.0,2672.0
SOLD,COOP,61-15  97th St,Rego Park,11374,0.0,1.0,0.0,1381.5,1962.0,238888.0,235000,170.10495837857403,40.733843,-73.861878,Queens,62.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1381.5
SOLD,COOP,77  Bleecker St,New York,10012,1.0,1.0,0.0,1381.5,1930.0,650000.0,659500,477.3796597900832,40.727128,-73.995937,New York,94.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1381.5,1381.5
SOLD,CONDOS,175-40  56th Ave,Fresh Meadows,11365,2.0,2.0,0.0,1381.5,1954.0,699000.0,675000,488.59934853420197,40.742619,-73.793083,Queens,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2763.0,2763.0
SOLD,COOP,1730 E 14th St,Brooklyn,11229,3.0,1.0,0.0,1381.5,1955.0,750000.0,200000,144.77017734346725,40.6006555,-73.942574,Kings,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4144.5,1381.5
SOLD,COOP,212-07  75th Ave,Bayside,11364,1.0,1.0,0.0,1381.5,1955.0,208000.0,198000,143.32247557003257,40.738735,-73.760063,Queens,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1381.5,1381.5
SOLD,COOP,2232  Brigham St,Brooklyn,11229,2.0,1.0,0.0,1000.0,1955.0,289000.0,269000,269.0,40.597814,-73.935093,Kings,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000.0,1000.0
SOLD,MULTI_FAMILY,76  Austin Ave,Staten Island,10305,5.0,2.0,0.0,2392.0,1960.0,889000.0,870000,364.0,40.594327,-74.066307,Richmond,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,11960.0,4784.0
SOLD,COOP,2229  Knapp St,Brooklyn,11229,2.0,1.0,0.0,950.0,1955.0,259000.0,240000,253.0,40.599262,-73.933337,Kings,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1900.0,950.0
SOLD,MULTI_FAMILY,170-07  89th Ave,Jamaica,11432,3.0,2.0,0.0,1296.0,1920.0,1098000.0,994250,767.0,40.709866,-73.79095,Queens,104.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3888.0,2592.0
SOLD,COOP,1900  Quentin Rd,Brooklyn,11229,1.0,1.0,0.0,900.0,1955.0,299000.0,300000,333.0,40.608341,-73.953872,Kings,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,900.0,900.0
SOLD,OTHER,320 E 72nd St,New York,10021,3.0,1.0,0.0,1381.5,1955.0,750000.0,2025000,1465.798045602606,40.768246,-73.957695,New York,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4144.5,1381.5
SOLD,COOP,26910  Grand Central Pkwy,Floral Park,11005,2.0,2.0,1.0,1553.0,1975.0,569000.0,560000,361.0,40.756883,-73.720452,Queens,49.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3106.0,3882.5
SOLD,COOP,815  Park Ave,New York,10021,3.0,3.0,0.0,2052.0,1917.0,750000.0,2500000,1218.0,40.772789,-73.962265,New York,107.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6156.0,6156.0
SOLD,CONDOS,8  Windsor Pl,Brooklyn,11215,3.0,2.0,0.0,1175.0,2023.0,1500000.0,1578288,1343.0,40.661743,-73.985329,Kings,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3525.0,2350.0
SOLD,SINGLE_FAMILY,150-24  114th Rd,Jamaica,11434,3.0,1.0,0.0,1476.0,1925.0,629000.0,570000,386.0,40.685619,-73.792266,Queens,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4428.0,1476.0
SOLD,COOP,401 E 86th St,New York,10028,3.0,1.0,0.0,1381.5,1955.0,750000.0,1460000,1056.8222946073108,40.776932,-73.948776,New York,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4144.5,1381.5
SOLD,COOP,125-10  Queens Blvd,Kew Gardens,11415,2.0,1.0,0.0,1381.5,1960.0,390000.0,375000,271.4440825190011,40.7122,-73.826546,Queens,64.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2763.0,1381.5
SOLD,COOP,360 E 72nd St,New York,10021,1.0,1.0,0.0,1381.5,1963.0,1045000.0,1100000,796.2359753890698,40.767636,-73.95673,New York,61.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1381.5,1381.5
SOLD,MULTI_FAMILY,233  Martin Ave,Staten Island,10314,4.0,2.0,0.0,2724.0,1970.0,815000.0,875000,321.0,40.605244,-74.139426,Richmond,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,10896.0,5448.0
SOLD,SINGLE_FAMILY,175-17  Sayres Ave,Jamaica,11433,2.0,2.0,0.0,1220.0,1930.0,475000.0,520000,426.0,40.6957,-73.777132,Queens,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2440.0,2440.0
SOLD,SINGLE_FAMILY,158  Carteret St,Staten Island,10307,4.0,1.0,0.0,1850.0,1990.0,785000.0,700000,378.0,40.50468,-74.247648,Richmond,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7400.0,1850.0
SOLD,MULTI_FAMILY,2  Highmount Rd,Staten Island,10308,6.0,2.0,0.0,2400.0,2023.0,1249000.0,1225000,510.0,40.551717,-74.153038,Richmond,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,14400.0,4800.0
SOLD,SINGLE_FAMILY,110-42  207th St,Queens Village,11429,3.0,1.0,1.0,1381.5,1920.0,615000.0,600000,434.31053203040176,40.706201,-73.749956,Queens,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,4144.5,2072.25
SOLD,APARTMENT,50  Donna Ct,Staten Island,10314,1.0,1.0,0.0,686.0,1985.0,359999.0,350000,510.0,40.578568,-74.162104,Richmond,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,686.0,686.0
SOLD,COOP,228-10  Stronghurst Ave,Queens Village,11427,3.0,1.0,0.0,1381.5,1955.0,320000.0,315000,228.01302931596092,40.732686,-73.743865,Queens,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4144.5,1381.5
SOLD,COOP,3344  Junction Blvd,Jackson Heights,11372,3.0,1.0,0.0,1381.5,1955.0,750000.0,244900,177.27108215707565,40.751853499999996,-73.8852885,Queens,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4144.5,1381.5
SOLD,SINGLE_FAMILY,5  Beebe St,Staten Island,10301,5.0,4.0,1.0,3922.0,2021.0,2199000.0,2000000,510.0,40.606988,-74.102111,Richmond,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.5,19610.0,17649.0
SOLD,TOWNHOMES,76-79  172nd St,Hillcrest,11366,3.0,2.0,1.0,1625.0,1960.0,830000.0,850000,523.0,40.724373,-73.796555,Queens,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,4875.0,4062.5
SOLD,SINGLE_FAMILY,25  Dewhurst St,Staten Island,10314,4.0,1.0,1.0,1872.0,1970.0,849000.0,843400,451.0,40.60028,-74.139203,Richmond,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,7488.0,2808.0
SOLD,MULTI_FAMILY,88  Fillmore Ave,Staten Island,10314,3.0,1.0,0.0,2340.0,2022.0,1249000.0,1180000,504.0,40.6019,-74.134296,Richmond,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7020.0,2340.0
SOLD,MULTI_FAMILY,3414  Avenue K,Brooklyn,11210,5.0,2.0,0.0,2320.0,1915.0,969000.0,950000,409.0,40.624618,-73.942084,Kings,109.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,11600.0,4640.0
SOLD,COOP,146 W 73rd St,New York,10023,2.0,2.0,0.0,1381.5,1955.0,1300000.0,1290000,933.7676438653638,40.77858,-73.980042,New York,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2763.0,2763.0
SOLD,COOP,2090  Madison Ave,New York,10037,2.0,1.0,0.0,1381.5,1900.0,269000.0,269000,194.71588852696345,40.810046,-73.93785,New York,124.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2763.0,1381.5
SOLD,COOP,35-10  192 St,Flushing,11358,1.0,1.0,0.0,1381.5,1950.0,279000.0,260000,188.20123054650742,40.763995,-73.790536,Queens,74.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1381.5,1381.5
SOLD,SINGLE_FAMILY,99  Alter Ave,Staten Island,10304,4.0,1.0,1.0,2100.0,1960.0,1299000.0,1140000,543.0,40.592114,-74.09692,Richmond,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,8400.0,3150.0
SOLD,TOWNHOMES,416  7th St,Brooklyn,11215,4.0,2.0,1.0,2400.0,1955.0,3600000.0,3600000,1500.0,40.668668,-73.982256,Kings,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,9600.0,6000.0
SOLD,MULTI_FAMILY,451  62nd St,Brooklyn,11220,3.0,2.0,0.0,2000.0,1899.0,1450000.0,1450000,725.0,40.63904,-74.018049,Kings,125.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6000.0,4000.0
SOLD,APARTMENT,11  Windham Loop,Staten Island,10314,1.0,1.0,0.0,755.0,1979.0,349000.0,335000,444.0,40.578568,-74.162104,Richmond,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,755.0,755.0
SOLD,COOP,15551  81st St,Howard Beach,11414,3.0,1.0,0.0,1381.5,1955.0,750000.0,320000,231.63228374954758,40.66476,-73.847778,Queens,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4144.5,1381.5
SOLD,MULTI_FAMILY,24  Grace Ct,Staten Island,10301,3.0,2.0,0.0,1611.0,1901.0,629900.0,650000,403.0,40.641061,-74.096725,Richmond,123.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4833.0,3222.0
SOLD,CONDOS,892  Bergen St,Brooklyn,11238,2.0,2.0,0.0,1011.0,2009.0,1375000.0,1360000,1345.0,40.676944,-73.957707,Kings,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2022.0,2022.0
SOLD,MULTI_FAMILY,92  Clearmont Ave,Staten Island,10309,4.0,4.0,0.0,2338.0,2002.0,999000.0,999999,428.0,40.525682,-74.2078,Richmond,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,9352.0,9352.0
SOLD,MULTI_FAMILY,271  Nichols Ave,Brooklyn,11208,6.0,2.0,0.0,1381.5,1905.0,1200000.0,1140000,825.1900108577634,40.683967,-73.868169,Kings,119.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,8289.0,2763.0
SOLD,CONDOS,531  Maple St,Brooklyn,11225,4.0,2.0,0.0,1955.0,2017.0,1200000.0,1150000,588.0,40.661381,-73.943192,Kings,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7820.0,3910.0
SOLD,SINGLE_FAMILY,530  Vanderbilt Ave,Staten Island,10304,3.0,2.0,0.0,1381.5,1925.0,610000.0,635000,459.6453130655085,40.613623,-74.086349,Richmond,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4144.5,2763.0
SOLD,CONDOS,305 E 85th St,New York,10028,3.0,3.0,1.0,2349.0,2008.0,3195000.0,2925000,1245.0,40.7771,-73.951752,New York,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,7047.0,8221.5
SOLD,COOP,417 E 90th St,New York,10128,3.0,1.0,0.0,1381.5,1955.0,750000.0,400000,289.5403546869345,40.779152,-73.946241,New York,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4144.5,1381.5
SOLD,COOP,84-51  Beverly Rd,Kew Gardens,11415,2.0,1.0,0.0,1381.5,1940.0,300000.0,290000,209.9167571480275,40.707249,-73.82917,Queens,84.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2763.0,1381.5
SOLD,SINGLE_FAMILY,139  Vespa Ave,Staten Island,10312,3.0,1.0,2.0,1902.0,1987.0,749000.0,685000,360.0,40.548584,-74.192864,Richmond,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5706.0,3804.0
SOLD,SINGLE_FAMILY,611  81st St,Brooklyn,11209,3.0,1.0,1.0,2754.0,1920.0,1250000.0,1090000,396.0,40.623563,-74.021542,Kings,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,8262.0,4131.0
SOLD,SINGLE_FAMILY,15  Wilson St,Staten Island,10304,3.0,1.0,0.0,1008.0,1955.0,799000.0,835000,828.0,40.597892,-74.090298,Richmond,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3024.0,1008.0
SOLD,COOP,333 E 91st St,New York,10128,3.0,1.0,0.0,1381.5,1955.0,750000.0,1350000,977.1986970684039,40.780385,-73.947218,New York,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4144.5,1381.5
SOLD,SINGLE_FAMILY,30  Eric Ln,Staten Island,10308,2.0,1.0,1.0,1690.0,1990.0,589000.0,560000,331.0,40.560622,-74.155051,Richmond,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3380.0,2535.0
SOLD,CONDOS,1968  Bergen Ave,Brooklyn,11234,2.0,2.0,1.0,1190.0,2006.0,589000.0,560000,471.0,40.624102,-73.90731,Kings,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2380.0,2975.0
SOLD,MULTI_FAMILY,473  Berriman St,Brooklyn,11208,3.0,2.0,0.0,2000.0,1950.0,710000.0,700000,350.0,40.666976,-73.877151,Kings,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6000.0,4000.0
SOLD,COOP,1170  Ocean Pkwy,Brooklyn,11230,1.0,1.0,0.0,600.0,1965.0,185000.0,220000,367.0,40.620182,-73.970222,Kings,59.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,600.0,600.0
SOLD,CONDOS,108  Leonard St,New York,10013,3.0,3.0,1.0,4150.0,1928.0,12965000.0,12257528,2954.0,40.716434,-74.003342,New York,96.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,12450.0,14525.0
SOLD,SINGLE_FAMILY,160  Getz Ave,Staten Island,10312,3.0,2.0,1.0,1312.0,1977.0,749000.0,760000,579.0,40.556069,-74.166235,Richmond,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,3936.0,3280.0
SOLD,SINGLE_FAMILY,10  Hales Ave,Staten Island,10312,4.0,1.0,0.0,1200.0,1955.0,865000.0,835000,696.0,40.536067,-74.162498,Richmond,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4800.0,1200.0
SOLD,COOP,18-55  Corporal Kennedy St,Bayside,11360,2.0,1.0,0.0,1200.0,1960.0,275000.0,300000,250.0,40.779785,-73.783272,Queens,64.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2400.0,1200.0
SOLD,COOP,1119  Ocean Pkwy,Brooklyn,11230,1.0,1.0,0.0,800.0,1955.0,315000.0,315000,394.0,40.621078,-73.969162,Kings,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,800.0,800.0
SOLD,COOP,3855  Shore Pkwy,Brooklyn,11235,2.0,1.0,0.0,940.0,1965.0,242500.0,238000,253.0,40.586636,-73.933281,Kings,59.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1880.0,940.0
SOLD,MULTI_FAMILY,701  Rockaway Pkwy,Brooklyn,11236,6.0,2.0,2.0,3019.0,1960.0,949000.0,960000,318.0,40.652521,-73.909992,Kings,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,18114.0,9057.0
